CASE_NO,DateTime,ACCD_TP,Year,Longitude,Latitude,City,District,Village
CE110826,1921/20/32 71:71:00,3,102,121.54044,24.990151,Taipei City,Wenshan District,Jingxing Vil.
CG140187,1921/20/62 41:02:00,2,102,121.566142,25.083713,Taipei City,Neihu District,Xihu Vil.
C8139835,1921/20/42 92:14:00,2,102,121.542977,25.039919,Taipei City,Da an District,Yicun Vil.
CC138203,1921/20/62 00:93:00,2,102,121.501591,25.086293,Taipei City,Shilin District,
CI105656,1921/20/22 72:21:00,2,102,121.555253,25.03777,Taipei City,Da an District,Checeng Vil.
C6123639,1921/20/21 70:50:00,2,102,121.487278,25.030079,Taipei City,Wanhua District,Huajiang Vil.
C7148440,1921/20/90 61:64:00,2,102,121.541031,25.085995,Taipei City,Zhongshan District,Jiantan Vil.
CG138165,1921/20/20 52:23:00,3,102,121.570151,25.082495,Taipei City,Neihu District,Lishan Vil.
CE115706,1921/21/01 41:31:00,2,102,121.563553,24.989149,Taipei City,Wenshan District,Muzha Vil.
C7147682,1921/20/72 91:35:00,3,102,121.541412,25.080538,Taipei City,Zhongshan District,Jiantan Vil.
C5132651,1921/21/21 52:13:00,2,102,121.506659,25.058849,Taipei City,Datong District,
CC142102,1921/21/12 40:72:00,3,102,121.500665,25.087003,Taipei City,Shilin District,
CC138136,1921/20/52 02:05:00,2,102,121.512045,25.101718,Taipei City,Beitou District,Jianmin Vil.
CI131059,1921/21/10 40:72:00,2,102,121.567144,25.043656,Taipei City,Xinyi District,Dunhou Vil.
CH112129,1921/20/11 70:50:00,2,102,121.57417,25.053311,Taipei City,Neihu District,Xingshan Vil.
CE113362,1921/20/11 51:62:00,3,102,121.571366,25.020854,Taipei City,Xinyi District,Taihe Vil.
C8140612,1921/20/21 41:90:00,2,102,121.541806,25.030392,Taipei City,Da an District,Longtu Vil.
C7147959,1921/20/72 61:92:00,1,102,121.548154,25.079079,Taipei City,Zhongshan District,Yong an Vil.
CC137329,1921/20/42 30:80:00,3,102,121.519438,25.103217,Taipei City,Shilin District,Dehua Vil.
CF115534,1921/20/82 01:05:00,3,102,121.547987,25.005404,Taipei City,Wenshan District,Xingwang Vil.
CI128335,1921/20/62 81:03:00,2,102,121.558775,25.028905,Taipei City,Xinyi District,Jinglian Vil.
C8145682,1921/21/12 71:53:00,3,102,121.529291,25.024344,Taipei City,Da an District,Longquan Vil.
CC136467,1921/21/02 71:53:00,3,102,121.538324,25.09996,Taipei City,Shilin District,Yanshan Vil.
CG144314,1921/21/11 72:25:00,3,102,121.582669,25.070862,Taipei City,Neihu District,Huxing Vil.
C7144363,1921/20/31 31:70:00,3,102,121.529074,25.064319,Taipei City,Zhongshan District,Xinfu Vil.
C7151787,1921/21/13 01:30:00,2,102,121.530945,25.059739,Taipei City,Zhongshan District,Zhongzhuang Vil.
CG137340,1921/20/20 31:71:00,3,102,121.566711,25.078209,Taipei City,Neihu District,Xihu Vil.
C9121248,1921/21/01 91:14:00,2,102,121.515403,25.044117,Taipei City,Zhongzheng District,Liming Vil.
CG143811,1921/21/12 70:81:00,2,102,121.570613,25.058048,Taipei City,Songshan District,Xindong Vil.
C7152401,1921/21/22 91:04:00,3,102,121.523151,25.049406,Taipei City,Zhongshan District,Zhengde Vil.
CC139248,1921/21/00 91:00:00,2,102,121.512793,25.103773,Taipei City,Beitou District,Jianmin Vil.
CF110423,1921/20/32 70:82:00,2,102,121.549217,25.001118,Taipei City,Wenshan District,Xingbang Vil.
CH114716,1921/21/11 91:14:00,2,102,121.571496,25.052281,Taipei City,Songshan District,Xindong Vil.
CE112846,1921/20/81 12:11:00,2,102,121.560254,24.985733,Taipei City,Wenshan District,Zhanglin Vil.
CB127063,1921/20/41 11:42:00,2,102,121.541914,25.04807,Taipei City,Zhongshan District,Zhulun Vil.
C7151199,1921/21/10 72:21:00,2,102,121.536414,25.079708,Taipei City,Zhongshan District,Jiantan Vil.
CD129887,1921/20/90 41:05:00,2,102,121.510105,25.108104,Taipei City,Beitou District,Jianmin Vil.
CG138020,1921/20/72 50:82:00,2,102,121.562695,25.066232,Taipei City,Songshan District,Jingzhong Vil.
C5130645,1921/20/72 91:42:00,2,102,121.509922,25.06266,Taipei City,Datong District,Nanfang Vil.
CI118368,1921/20/42 51:85:00,2,102,121.574463,25.039383,Taipei City,Xinyi District,Guangju Vil.
CD123433,1921/20/31 50:83:00,2,102,121.502876,25.121214,Taipei City,Beitou District,Baxian Vil.
CE108751,1921/20/11 50:73:00,3,102,121.551622,24.991045,Taipei City,Wenshan District,Huaxing Vil.
C5130512,1921/20/62 41:02:00,2,102,121.510617,25.06459,Taipei City,Datong District,Jingxing Vil.
C7152082,1921/21/11 70:63:00,2,102,121.520664,25.053866,Taipei City,Zhongshan District,Min an Vil.
C8137804,1921/20/12 01:50:00,2,102,121.546951,25.04662,Taipei City,Songshan District,Fucheng Vil.
C7150910,1921/21/00 90:82:00,3,102,121.528722,25.050236,Taipei City,Zhongshan District,Xingya Vil.
C8135825,1921/20/22 31:21:00,3,102,121.540661,25.046888,Taipei City,Zhongshan District,Zhulun Vil.
CG139432,1921/20/51 61:71:00,2,102,121.560281,25.079478,Taipei City,Zhongshan District,Jintai Vil.
CF111101,1921/21/00 71:82:00,2,102,121.533138,24.994077,Taipei City,Wenshan District,Jingqing Vil.
CE112758,1921/20/71 70:95:00,2,102,121.545762,24.985025,Taipei City,Wenshan District,Shiyuan Vil.
CG137984,1921/20/12 51:72:00,3,102,121.584075,25.084106,Taipei City,Neihu District,Hubin Vil.
CE113199,1921/20/91 11:23:00,2,102,121.553395,25.006664,Taipei City,Wenshan District,Xingtai Vil.
CB125143,1921/20/10 71:64:00,3,102,121.548812,25.051619,Taipei City,Songshan District,Zhongzheng Vil.
C9118768,1921/20/41 61:31:00,3,102,121.520243,25.042932,Taipei City,Zhongzheng District,Dongmen Vil.
C7150134,1921/21/02 10:81:00,2,102,121.522085,25.065416,Taipei City,Zhongshan District,Jiying Vil.
C6123625,1921/20/13 01:21:00,2,102,121.490269,25.035578,Taipei City,Wanhua District,Liuxiang Vil.
C7141844,1921/20/12 01:11:00,2,102,121.534384,25.065238,Taipei City,Zhongshan District,Xingzheng Vil.
C9114504,1921/20/50 51:34:00,2,102,121.502086,25.042076,Taipei City,Wanhua District,Caiyuan Vil.
C8130390,1921/20/92 41:85:00,3,102,121.540303,25.032684,Taipei City,Da an District,Longtu Vil.
CC140223,1921/20/81 01:21:00,3,102,121.504535,25.083301,Taipei City,Shilin District,
CC132569,1921/20/10 72:24:00,2,102,121.516246,25.081683,Taipei City,Shilin District,Fuhua Vil.
CG135650,1921/20/31 72:30:00,2,102,121.603174,25.072347,Taipei City,Neihu District,Jin Hu Vil.
CB130948,1921/21/11 40:90:00,3,102,121.554463,25.050521,Taipei City,Songshan District,Meiren Vil.
C5130704,1921/20/80 21:60:00,3,102,121.508089,25.064959,Taipei City,Datong District,
CC137401,1921/20/52 21:85:00,2,102,121.516303,25.096883,Taipei City,Shilin District,Fujia Vil.
CD126875,1921/21/02 91:02:00,2,102,121.505916,25.117965,Taipei City,Beitou District,Lixian Vil.
CI132176,1921/21/21 61:64:00,2,102,121.553007,25.033022,Taipei City,Da an District,Tong an Vil.
CC137087,1921/20/62 52:00:00,2,102,121.501017,25.088805,Taipei City,Shilin District,
CE115749,1921/21/02 41:13:00,3,102,121.557362,25.003358,Taipei City,Wenshan District,Xingchang Vil.
C7137682,1921/20/10 51:25:00,3,102,121.528391,25.048345,Taipei City,Zhongshan District,Zhengyi Vil.
CI131092,1921/21/12 81:81:00,3,102,121.566137,25.039875,Taipei City,Xinyi District,Xingya Vil.
C8144892,1921/20/70 70:12:00,3,102,121.529949,25.027566,Taipei City,Da an District,Jin an Vil.
C9118777,1921/20/42 91:93:00,3,102,121.503236,25.044976,Taipei City,Wanhua District,Wanshou Vil.
CD123419,1921/20/41 10:54:00,2,102,121.488941,25.13795,Taipei City,Beitou District,Fengnian Vil.
CB127457,1921/20/42 91:55:00,2,102,121.537999,25.059551,Taipei City,Zhongshan District,Jiangshan Vil.
C8133797,1921/20/70 91:24:00,2,102,121.540435,25.044568,Taipei City,Da an District,Changlong Vil.
C8147899,1921/20/81 11:22:00,2,102,121.545057,25.032803,Taipei City,Da an District,Zhu an Vil.
CC133233,1921/20/11 52:23:00,3,102,121.521626,25.120287,Taipei City,Beitou District,Yongxin Vil.
C9115234,1921/20/61 41:10:00,2,102,121.512955,25.03891,Taipei City,Zhongzheng District,Jianguo Vil.
CC139059,1921/20/82 21:33:00,3,102,121.503199,25.0889,Taipei City,Shilin District,Shexin Vil.
CI129135,1921/20/71 60:84:00,2,102,121.548602,25.027516,Taipei City,Da an District,Qunxian Vil.
C9121640,1921/21/02 71:41:00,3,102,121.5215,25.044889,Taipei City,Zhongzheng District,Xingfu Vil.
CI130162,1921/20/91 61:74:00,2,102,121.553433,25.03866,Taipei City,Da an District,Checeng Vil.
CI130802,1921/21/10 11:13:00,2,102,121.566074,25.035222,Taipei City,Xinyi District,Xicun Vil.
CA112928,1921/20/40 10:73:00,3,102,121.501039,25.032418,Taipei City,Wanhua District,Dingshi Vil.
C7147929,1921/20/72 11:23:00,2,102,121.53581,25.059759,Taipei City,Zhongshan District,Songjiang Vil.
C8133944,1921/20/62 80:73:00,3,102,121.531355,25.03301,Taipei City,Da an District,Fuzhu Vil.
C7143801,1921/20/22 71:91:00,3,102,121.514492,25.056876,Taipei City,Datong District,Xingming Vil.
C7150813,1921/21/02 40:02:00,2,102,121.518508,25.051859,Taipei City,Datong District,Jiantai Vil.
C6127479,1921/21/20 51:54:00,3,102,121.490975,25.031637,Taipei City,Wanhua District,Huajiang Vil.
CI129238,1921/20/80 31:20:00,2,102,121.555039,25.041338,Taipei City,Da an District,Zhengsheng Vil.
CD127025,1921/21/12 50:94:00,2,102,121.490189,25.112318,Taipei City,Shilin District,Fu an Vil.
C7149096,1921/20/90 42:13:00,2,102,121.527557,25.064189,Taipei City,Zhongshan District,Heng an Vil.
C8135902,1921/20/60 62:12:00,3,102,121.538047,25.043513,Taipei City,Da an District,Changlong Vil.
C6115872,1921/20/82 31:44:00,2,102,121.499351,25.042201,Taipei City,Wanhua District,Caiyuan Vil.
CC140102,1921/20/81 62:22:00,3,102,121.528418,25.123496,Taipei City,Shilin District,Tianmu Vil.
C7151691,1921/21/11 11:43:00,3,102,121.524334,25.069606,Taipei City,Zhongshan District,Yuanshan Vil.
C8142298,1921/20/70 71:92:00,3,102,121.534853,25.044919,Taipei City,Zhongshan District,Pitou Vil.
CC136936,1921/20/42 70:03:00,2,102,121.528488,25.106467,Taipei City,Shilin District,Zhongcheng Vil.
C8138956,1921/20/22 80:85:00,3,102,121.529718,25.035412,Taipei City,Zhongzheng District,San ai Vil.
CB126764,1921/20/60 11:73:00,3,102,121.541097,25.0509,Taipei City,Zhongshan District,Lixing Vil.
CC139523,1921/20/90 60:94:00,2,102,121.496632,25.092562,Taipei City,Shilin District,
CD124110,1921/20/12 21:32:00,2,102,121.494334,25.122714,Taipei City,Beitou District,Baxian Vil.
C5119083,1921/20/20 40:02:00,2,102,121.509947,25.060295,Taipei City,Datong District,Dayou Vil.
CI105539,1921/20/12 61:45:00,3,102,121.55765,25.045664,Taipei City,Songshan District,Fujian Vil.
CE110831,1921/20/30 31:32:00,3,102,121.55872,25.001008,Taipei City,Wenshan District,Xingguang Vil.
CE113102,1921/20/90 31:82:00,2,102,121.553048,24.987373,Taipei City,Wenshan District,Huaxing Vil.
CG141805,1921/20/72 51:64:00,2,102,121.566613,25.071256,Taipei City,Songshan District,Zhuangjing Vil.
CG136505,1921/20/11 31:54:00,3,102,121.571529,25.083377,Taipei City,Neihu District,Lishan Vil.
C7147047,1921/20/60 71:44:00,3,102,121.514418,25.053982,Taipei City,Datong District,Jiangong Vil.
C9118316,1921/20/32 62:00:00,2,102,121.509506,25.040484,Taipei City,Zhongzheng District,Jianguo Vil.
C7144750,1921/20/33 00:24:00,2,102,121.517179,25.059339,Taipei City,Datong District,Shuanglian Vil.
CA110458,1921/20/30 60:81:00,3,102,121.518346,25.020989,Taipei City,Zhongzheng District,Wangxi Vil.
CD117081,1921/20/80 71:41:00,2,102,121.499583,25.119996,Taipei City,Beitou District,Baxian Vil.
CI130417,1921/21/02 71:34:00,2,102,121.544432,25.026253,Taipei City,Da an District,Qunying Vil.
CF111297,1921/21/20 31:50:00,2,102,121.531008,24.999803,Taipei City,Wenshan District,Wanhe Vil.
C7900564,1921/20/51 51:71:00,2,102,121.514261,25.049943,Taipei City,Datong District,Jianming Vil.
CD124328,1921/20/10 50:75:00,2,102,121.49389,25.128383,Taipei City,Beitou District,Zhongyang Vil.
C5127749,1921/20/82 71:71:00,3,102,121.509942,25.059821,Taipei City,Datong District,Dayou Vil.
C5127197,1921/20/62 60:23:00,3,102,121.506976,25.060154,Taipei City,Datong District,
CE115767,1921/21/10 71:93:00,2,102,121.55345,24.990715,Taipei City,Wenshan District,Huaxing Vil.
C8148995,1921/20/81 50:81:00,2,102,121.525233,25.01931,Taipei City,Zhongzheng District,Linxing Vil.
CH112745,1921/20/61 21:25:00,3,102,121.575324,25.048167,Taipei City,Xinyi District,Siyu Vil.
C7152524,1921/21/21 71:05:00,3,102,121.512337,25.065543,Taipei City,Datong District,Longhe Vil.
CC136917,1921/20/40 61:70:00,3,102,121.52298,25.107275,Taipei City,Shilin District,Lanxing Vil.
C7150122,1921/21/01 52:35:00,2,102,121.533908,25.050098,Taipei City,Zhongshan District,Zhuyuan Vil.
CE111213,1921/20/50 70:71:00,3,102,121.570926,24.986592,Taipei City,Wenshan District,Muxin Vil.
C9118987,1921/20/22 01:84:00,2,102,121.523449,25.042165,Taipei City,Zhongzheng District,Dongmen Vil.
CG137431,1921/20/61 01:92:00,3,102,121.578812,25.069923,Taipei City,Neihu District,Huyuan Vil.
CI130361,1921/20/91 61:91:00,3,102,121.555256,25.0348,Taipei City,Da an District,Guangxin Vil.
CG136669,1921/20/22 32:15:00,2,102,121.56664,25.069946,Taipei City,Songshan District,Zhuangjing Vil.
CI129364,1921/20/72 42:33:00,2,102,121.556215,25.043061,Taipei City,Da an District,Huasheng Vil.
CA114323,1921/20/83 12:03:00,2,102,121.525064,25.016306,Taipei City,Zhongzheng District,Linxing Vil.
CG142101,1921/20/82 81:60:00,2,102,121.576291,25.070384,Taipei City,Neihu District,Huyuan Vil.
C7150821,1921/21/12 71:75:00,2,102,121.522263,25.070147,Taipei City,Zhongshan District,Yuanshan Vil.
CG140895,1921/20/80 51:12:00,3,102,121.571378,25.060199,Taipei City,Neihu District,Huyuan Vil.
CG140185,1921/20/70 61:22:00,2,102,121.59373,25.086323,Taipei City,Neihu District,Bishan Vil.
CC139226,1921/20/81 11:51:00,3,102,121.516797,25.105496,Taipei City,Beitou District,Jianmin Vil.
CH109315,1921/21/00 21:05:00,2,102,121.574454,25.04715,Taipei City,Xinyi District,Wuchang Vil.
CE113688,1921/20/33 00:71:00,2,102,121.557404,24.98383,Taipei City,Wenshan District,Zhanglin Vil.
CE115761,1921/21/01 71:23:00,2,102,121.558211,24.992557,Taipei City,Wenshan District,Xingde Vil.
CC135993,1921/20/42 10:53:00,3,102,121.52377,25.124361,Taipei City,Beitou District,Yonghe Vil.
C8142252,1921/20/52 10:81:00,3,102,121.534527,25.029713,Taipei City,Da an District,Longmen Vil.
C9115230,1921/20/60 91:42:00,3,102,121.508981,25.048166,Taipei City,Wanhua District,Fuxing Vil.
CG136514,1921/20/12 01:54:00,2,102,121.599238,25.074561,Taipei City,Neihu District,Jin Hu Vil.
C8147753,1921/20/82 60:93:00,3,102,121.518522,25.032837,Taipei City,Zhongzheng District,Xinying Vil.
C7150147,1921/21/02 61:70:00,3,102,121.528455,25.05083,Taipei City,Zhongshan District,Xingya Vil.
CC133080,1921/20/11 10:80:00,3,102,121.500442,25.088631,Taipei City,Shilin District,
CH113489,1921/20/72 81:25:00,3,102,121.580263,25.04058,Taipei City,Xinyi District,Songguang Vil.
C5103129,1921/20/41 51:31:00,2,102,121.509042,25.050623,Taipei City,Datong District,Yuquan Vil.
C7147784,1921/21/00 62:13:00,2,102,121.517248,25.050857,Taipei City,Datong District,Jiantai Vil.
CB125172,1921/20/11 80:92:00,2,102,121.549848,25.055576,Taipei City,Songshan District,Zhonghua Vil.
C7148817,1921/20/72 60:83:00,2,102,121.514728,25.070373,Taipei City,Datong District,Zhisheng Vil.
CB128865,1921/20/72 90:84:00,2,102,121.553227,25.056707,Taipei City,Songshan District,Dongchang Vil.
C9120835,1921/20/91 11:94:00,3,102,121.524512,25.045059,Taipei City,Zhongzheng District,Meihua Vil.
C8139784,1921/20/40 62:32:00,2,102,121.549388,25.045537,Taipei City,Songshan District,Dunhua Vil.
CG137699,1921/20/32 11:13:00,2,102,121.565355,25.086761,Taipei City,Neihu District,Xi an Vil.
C8142219,1921/20/80 50:73:00,2,102,121.53556,25.018437,Taipei City,Da an District,Xuefu Vil.
CI129118,1921/20/83 01:45:00,2,102,121.556247,25.043247,Taipei City,Da an District,Huasheng Vil.
CC137817,1921/20/51 31:12:00,3,102,121.512485,25.097889,Taipei City,Shilin District,
CI117796,1921/20/32 01:61:00,2,102,121.562144,25.047504,Taipei City,Songshan District,Fusheng Vil.
C7900279,1921/20/50 31:54:00,2,102,121.540764,25.088934,Taipei City,Zhongshan District,Jiantan Vil.
CI118083,1921/20/51 50:64:00,2,102,121.55999,25.034677,Taipei City,Xinyi District,Xicun Vil.
CB124903,1921/20/12 42:23:00,2,102,121.57181,25.050744,Taipei City,Songshan District,Ciyou Vil.
C5131381,1921/21/11 90:12:00,2,102,121.508432,25.050836,Taipei City,Datong District,Yuquan Vil.
C7149660,1921/20/90 61:25:00,2,102,121.517146,25.064663,Taipei City,Datong District,Penglai Vil.
C8144474,1921/21/20 71:02:00,2,102,121.529283,25.043474,Taipei City,Zhongzheng District,Meihua Vil.
CG140078,1921/20/60 80:84:00,2,102,121.586186,25.070605,Taipei City,Neihu District,Huxing Vil.
CI105603,1921/20/11 91:83:00,2,102,121.571317,25.021708,Taipei City,Xinyi District,Taihe Vil.
CC135068,1921/20/42 31:43:00,2,102,121.496617,25.095521,Taipei City,Shilin District,Fu an Vil.
CC141445,1921/21/01 21:80:00,3,102,121.508267,25.092885,Taipei City,Shilin District,Sheyuan Vil.
CE115822,1921/21/01 11:82:00,3,102,121.544045,24.989956,Taipei City,Wenshan District,Jingdong Vil.
CG136540,1921/20/20 81:04:00,2,102,121.568277,25.069459,Taipei City,Songshan District,Zhuangjing Vil.
CB128595,1921/20/80 61:72:00,2,102,121.55822,25.056241,Taipei City,Songshan District,Longtian Vil.
C9115135,1921/20/61 91:61:00,2,102,121.513813,25.046913,Taipei City,Zhongzheng District,Liming Vil.
CA110782,1921/20/42 02:11:00,2,102,121.526092,25.01188,Taipei City,Zhongzheng District,Fushui Vil.
CD123446,1921/20/33 10:92:00,2,102,121.50391,25.11865,Taipei City,Beitou District,Linong Vil.
CH112185,1921/20/12 21:70:00,2,102,121.610005,25.06308,Taipei City,Neihu District,Lu Jhou Vil.
CD126797,1921/20/81 61:92:00,3,102,121.514082,25.115502,Taipei City,Beitou District,Jili Vil.
CH115163,1921/20/90 60:71:00,2,102,121.574326,25.053359,Taipei City,Neihu District,Xingshan Vil.
CA111512,1921/20/70 51:12:00,2,102,121.51055,25.034094,Taipei City,Zhongzheng District,Nanmen Vil.
CC138124,1921/21/11 02:20:00,2,102,121.523946,25.110912,Taipei City,Shilin District,Lanxing Vil.
CC132828,1921/20/13 00:75:00,2,102,121.51776,25.09425,Taipei City,Shilin District,Fujia Vil.
CI129856,1921/21/01 00:42:00,2,102,121.555405,25.037775,Taipei City,Da an District,Checeng Vil.
C7118694,1921/20/32 10:82:00,2,102,121.5198,25.0644,Taipei City,Zhongshan District,Jiying Vil.
CD117150,1921/20/81 82:21:00,3,102,121.503697,25.106436,Taipei City,Beitou District,Zhoumei Vil.
C7900470,1921/20/52 02:13:00,3,102,121.514221,25.107022,Taipei City,Beitou District,Jianmin Vil.
CD124804,1921/20/20 51:51:00,3,102,121.505252,25.116338,Taipei City,Beitou District,Lixian Vil.
CI128532,1921/20/52 92:14:00,3,102,121.557123,25.035888,Taipei City,Da an District,Guangxin Vil.
C8136647,1921/20/20 11:70:00,3,102,121.533135,25.0268,Taipei City,Da an District,Long an Vil.
C9115183,1921/20/60 10:91:00,2,102,121.524501,25.04724,Taipei City,Zhongzheng District,Meihua Vil.
CG143513,1921/21/01 32:20:00,3,102,121.567584,25.065731,Taipei City,Songshan District,Zhuangjing Vil.
CB129030,1921/20/82 80:03:00,2,102,121.550034,25.050085,Taipei City,Songshan District,Meiren Vil.
C7141855,1921/20/40 61:21:00,3,102,121.533361,25.048838,Taipei City,Zhongshan District,Zhuyuan Vil.
CB133050,1921/21/02 91:01:00,3,102,121.55096,25.052403,Taipei City,Songshan District,Zhonghua Vil.
CG138012,1921/20/71 51:02:00,3,102,121.569766,25.081425,Taipei City,Neihu District,Xihu Vil.
C5131227,1921/21/20 50:91:00,2,102,121.510018,25.070375,Taipei City,Datong District,Linjiang Vil.
CE113474,1921/20/11 40:03:00,2,102,121.545682,24.987443,Taipei City,Wenshan District,Shiyuan Vil.
CE114640,1921/21/22 61:61:00,2,102,121.537083,24.988689,Taipei City,Wenshan District,Jingmei Vil.
CF108811,1921/20/21 81:94:00,3,102,121.544324,25.003533,Taipei City,Wenshan District,Xingfeng Vil.
CH115496,1921/21/10 31:23:00,2,102,121.587289,25.056923,Taipei City,Neihu District,Shitan Vil.
CI131928,1921/21/21 80:81:00,2,102,121.562055,25.045425,Taipei City,Xinyi District,Xinren Vil.
CE112679,1921/20/62 01:13:00,2,102,121.55583,24.984913,Taipei City,Wenshan District,Zhanglin Vil.
CB122824,1921/20/31 91:74:00,2,102,121.561965,25.055145,Taipei City,Songshan District,Ziqiang Vil.
CB127541,1921/20/61 30:74:00,3,102,121.561612,25.055994,Taipei City,Songshan District,Ziqiang Vil.
CB128744,1921/20/61 01:81:00,2,102,121.538457,25.063342,Taipei City,Zhongshan District,Xingren Vil.
CH115303,1921/20/90 70:80:00,2,102,121.576883,25.049924,Taipei City,Songshan District,Ciyou Vil.
CG144763,1921/21/22 92:15:00,3,102,121.611082,25.073771,Taipei City,Neihu District,Kangning Vil.
C9106006,1921/21/23 01:01:00,3,102,121.508817,25.046409,Taipei City,Wanhua District,Fuxing Vil.
C6115812,1921/20/60 72:32:00,2,102,121.493218,25.038459,Taipei City,Wanhua District,Liuxiang Vil.
CD116967,1921/20/71 01:54:00,3,102,121.494709,25.128127,Taipei City,Beitou District,Zhongyang Vil.
CB128901,1921/21/00 70:84:00,2,102,121.536164,25.069999,Taipei City,Zhongshan District,Dajia Vil.
C7150073,1921/20/92 31:62:00,2,102,121.526464,25.050257,Taipei City,Zhongshan District,Zhengyi Vil.
CB131377,1921/21/21 90:64:00,3,102,121.540796,25.050083,Taipei City,Zhongshan District,Lixing Vil.
C5128470,1921/21/21 01:02:00,2,102,121.510341,25.064849,Taipei City,Datong District,Jingxing Vil.
C7143238,1921/20/22 01:74:00,3,102,121.532477,25.059826,Taipei City,Zhongshan District,Zhongzhuang Vil.
CB124982,1921/20/22 51:95:00,3,102,121.550553,25.053525,Taipei City,Songshan District,Zhonghua Vil.
C9106391,1921/21/21 31:92:00,3,102,121.504716,25.04924,Taipei City,Wanhua District,Fuxing Vil.
C9118349,1921/20/42 41:63:00,3,102,121.501145,25.040919,Taipei City,Wanhua District,Caiyuan Vil.
C7149699,1921/20/92 51:93:00,2,102,121.542467,25.085699,Taipei City,Zhongshan District,Jiantan Vil.
CI131133,1921/21/12 21:82:00,3,102,121.555072,25.042952,Taipei City,Da an District,Huasheng Vil.
CD129935,1921/20/92 81:65:00,2,102,121.48816,25.136435,Taipei City,Beitou District,Tauyuan Vil.
CI128730,1921/20/71 91:53:00,3,102,121.548813,25.029548,Taipei City,Da an District,Longyun Vil.
CH113010,1921/20/52 21:10:00,2,102,121.600101,25.056557,Taipei City,Nangang District,Dongxin Vil.
CG136981,1921/20/12 50:83:00,3,102,121.574699,25.092014,Taipei City,Neihu District,Ganghua Vil.
CD128939,1921/21/12 31:73:00,2,102,121.513127,25.120853,Taipei City,Beitou District,Donghua Vil.
CG138157,1921/20/40 72:04:00,2,102,121.568625,25.081321,Taipei City,Neihu District,Xihu Vil.
CB125019,1921/20/22 61:04:00,3,102,121.540476,25.051975,Taipei City,Zhongshan District,Fuhua Vil.
CG143813,1921/21/12 71:24:00,3,102,121.590061,25.086472,Taipei City,Neihu District,Jinlong Vil.
C8133782,1921/20/61 42:22:00,2,102,121.520975,25.021862,Taipei City,Zhongzheng District,Heti Vil.
C7143692,1921/20/12 31:95:00,3,102,121.54265,25.080217,Taipei City,Zhongshan District,Jiantan Vil.
CE113047,1921/20/80 90:00:00,2,102,121.562086,24.986854,Taipei City,Wenshan District,Mingyi Vil.
CD121337,1921/20/50 41:32:00,3,102,121.539108,25.154305,Taipei City,Beitou District,Hushan Vil.
C6122237,1921/20/22 82:02:00,2,102,121.49841,25.029018,Taipei City,Wanhua District,Rishan Vil.
C9121647,1921/21/11 71:50:00,3,102,121.505702,25.04285,Taipei City,Wanhua District,Ximen Vil.
CG145489,1921/21/22 41:63:00,3,102,121.570247,25.06219,Taipei City,Neihu District,
CE111733,1921/20/60 21:85:00,2,102,121.560624,24.985854,Taipei City,Wenshan District,Zhanglin Vil.
CB131039,1921/21/20 31:84:00,3,102,121.536468,25.053034,Taipei City,Zhongshan District,Zhongyang Vil.
CH115364,1921/20/91 50:85:00,2,102,121.572537,25.047215,Taipei City,Xinyi District,Yaxiang Vil.
C8136044,1921/20/52 81:94:00,2,102,121.53528,25.028438,Taipei City,Da an District,Longmen Vil.
C8140176,1921/20/81 22:14:00,3,102,121.542011,25.042284,Taipei City,Da an District,Cheng an Vil.
C7151170,1921/21/21 22:02:00,2,102,121.514147,25.066893,Taipei City,Datong District,Yangya Vil.
CE114458,1921/21/22 31:63:00,3,102,121.544824,24.989875,Taipei City,Wenshan District,Shiyuan Vil.
C8145538,1921/21/12 11:81:00,3,102,121.535898,25.035103,Taipei City,Da an District,Minzhao Vil.
C7146797,1921/20/72 01:25:00,3,102,121.548175,25.084589,Taipei City,Zhongshan District,Dazhi Vil.
CE114452,1921/21/21 00:91:00,3,102,121.586752,25.003565,Taipei City,Wenshan District,Bojia Vil.
CB130686,1921/21/02 42:22:00,2,102,121.556579,25.059397,Taipei City,Songshan District,Dongrong Vil.
CG141168,1921/20/80 21:13:00,2,102,121.608275,25.073469,Taipei City,Neihu District,Jin Hu Vil.
CC137871,1921/20/51 60:83:00,3,102,121.538373,25.100027,Taipei City,Shilin District,Yanshan Vil.
CI900460,1921/20/41 01:75:00,2,102,121.563821,25.044094,Taipei City,Xinyi District,Xinren Vil.
CC136671,1921/20/32 60:80:00,3,102,121.535144,25.098912,Taipei City,Shilin District,Fuzhi Vil.
CE111071,1921/20/40 31:20:00,3,102,121.568492,24.990626,Taipei City,Wenshan District,Muzha Vil.
CC138859,1921/20/60 72:15:00,3,102,121.515807,25.09892,Taipei City,Shilin District,
CG139217,1921/20/41 51:52:00,2,102,121.566593,25.069368,Taipei City,Songshan District,Jingzhong Vil.
CE116041,1921/21/20 71:50:00,2,102,121.541841,24.989347,Taipei City,Wenshan District,Jingxing Vil.
CC140450,1921/20/82 31:72:00,2,102,121.510929,25.09621,Taipei City,Shilin District,Hougang Vil.
C7151494,1921/21/10 61:94:00,2,102,121.518959,25.061004,Taipei City,Datong District,Minquan Vil.
C7148172,1921/20/83 11:25:00,3,102,121.515925,25.055831,Taipei City,Datong District,Xingming Vil.
