CASE_NO,DateTime,ACCD_TP,Year,Longitude,Latitude,City,District,Village
C6122293,1921/20/31 70:02:00,3,102,121.489272,25.037138,Taipei City,Wanhua District,Liuxiang Vil.
CI132332,1921/21/21 92:05:00,2,102,121.566742,25.03575,Taipei City,Xinyi District,Xicun Vil.
C8148421,1921/20/91 71:44:00,2,102,121.518526,25.033534,Taipei City,Zhongzheng District,Xinying Vil.
C8145102,1921/20/72 51:80:00,3,102,121.544749,25.043649,Taipei City,Da an District,Guangwu Vil.
CE111987,1921/20/20 52:34:00,2,102,121.548403,24.990311,Taipei City,Wenshan District,Huaxing Vil.
C9118833,1921/20/40 40:02:00,2,102,121.502264,25.044117,Taipei City,Wanhua District,Caiyuan Vil.
C5131430,1921/21/21 31:31:00,2,102,121.511689,25.076833,Taipei City,Datong District,Laushi Vil.
CG141551,1921/20/70 41:90:00,3,102,121.585381,25.082323,Taipei City,Neihu District,Hubin Vil.
CD117062,1921/20/62 00:85:00,3,102,121.507212,25.11696,Taipei City,Beitou District,Lixian Vil.
C7147708,1921/20/81 21:85:00,2,102,121.53399,25.069692,Taipei City,Zhongshan District,Dajia Vil.
CI117926,1921/20/30 50:90:00,2,102,121.556592,25.043118,Taipei City,Da an District,Huasheng Vil.
CG142881,1921/21/10 21:03:00,2,102,121.602676,25.074293,Taipei City,Neihu District,Jin Hu Vil.
CG143700,1921/21/10 52:02:00,2,102,121.52829,25.074403,Taipei City,Zhongshan District,
CG142425,1921/20/83 01:52:00,3,102,121.572846,25.059468,Taipei City,Neihu District,Huyuan Vil.
CD113937,1921/20/72 90:85:00,3,102,121.464061,25.129715,Taipei City,Beitou District,Yide Vil.
CC135253,1921/20/12 41:64:00,2,102,121.515971,25.089235,Taipei City,Shilin District,Fuzhong Vil.
CC136093,1921/20/31 91:91:00,2,102,121.514731,25.10381,Taipei City,Beitou District,Jianmin Vil.
CG138197,1921/20/22 72:10:00,3,102,121.571429,25.0822,Taipei City,Neihu District,Lishan Vil.
CD123631,1921/20/42 71:80:00,2,102,121.478407,25.142528,Taipei City,Beitou District,Tauyuan Vil.
CG141976,1921/20/90 42:01:00,3,102,121.604403,25.070682,Taipei City,Neihu District,Huzhou Vil.
CG144741,1921/21/20 31:75:00,2,102,121.568466,25.084729,Taipei City,Neihu District,Xihu Vil.
C8133975,1921/20/70 51:13:00,3,102,121.52453,25.044246,Taipei City,Zhongzheng District,Xingfu Vil.
CI105316,1921/20/10 21:75:00,3,102,121.55667,25.034886,Taipei City,Da an District,Guangxin Vil.
CI125277,1921/20/60 81:81:00,3,102,121.557881,25.041102,Taipei City,Xinyi District,Xinglong Vil.
C7151638,1921/21/12 41:13:00,2,102,121.526659,25.063681,Taipei City,Zhongshan District,Heng an Vil.
C9114943,1921/20/82 31:33:00,2,102,121.521945,25.042449,Taipei City,Zhongzheng District,Dongmen Vil.
C7150259,1921/20/92 50:84:00,3,102,121.528852,25.054399,Taipei City,Zhongshan District,Zhongyuan Vil.
CD121564,1921/20/72 21:51:00,2,102,121.459489,25.122869,Taipei City,Beitou District,
CG137154,1921/20/20 11:24:00,3,102,121.566472,25.08294,Taipei City,Neihu District,Xihu Vil.
CG138874,1921/20/52 41:34:00,3,102,121.610528,25.071487,Taipei City,Neihu District,Minghu Vil.
C7900195,1921/20/51 61:01:00,3,102,121.517647,25.050218,Taipei City,Datong District,Jianming Vil.
C9118518,1921/20/51 90:84:00,2,102,121.501109,25.044055,Taipei City,Wanhua District,Caiyuan Vil.
C9114846,1921/20/80 90:82:00,2,102,121.513479,25.0408,Taipei City,Zhongzheng District,Liming Vil.
CH113715,1921/20/72 00:75:00,2,102,121.580155,25.051081,Taipei City,Nangang District,Yucheng Vil.
C8139431,1921/20/51 61:81:00,3,102,121.53216,25.045218,Taipei City,Zhongzheng District,Meihua Vil.
C9118954,1921/20/22 00:82:00,3,102,121.519439,25.037792,Taipei City,Zhongzheng District,Dongmen Vil.
CG139916,1921/20/60 50:62:00,2,102,121.569888,25.068641,Taipei City,Songshan District,Zhuangjing Vil.
C8147778,1921/21/02 70:70:00,2,102,121.554913,25.040846,Taipei City,Da an District,Zhengsheng Vil.
C7149431,1921/21/11 81:02:00,2,102,121.536307,25.08159,Taipei City,Zhongshan District,Jiantan Vil.
C9121010,1921/20/92 71:92:00,3,102,121.520127,25.040259,Taipei City,Zhongzheng District,Dongmen Vil.
CE111740,1921/20/61 01:74:00,2,102,121.546754,24.988571,Taipei City,Wenshan District,Shiyuan Vil.
C8141050,1921/20/20 82:25:00,2,102,121.540482,25.030034,Taipei City,Da an District,Xinlong Vil.
CC135095,1921/20/60 21:52:00,3,102,121.532122,25.110731,Taipei City,Shilin District,Sanyu Vil.
C6127184,1921/20/91 72:30:00,2,102,121.49422,25.025443,Taipei City,Wanhua District,Jinde Vil.
CC136241,1921/20/20 21:40:00,3,102,121.563691,25.124015,Taipei City,Shilin District,Gongguan Vil.
CD117000,1921/20/82 41:41:00,3,102,121.49375,25.128702,Taipei City,Beitou District,Datong Vil.
CE103831,1921/20/21 81:90:00,3,102,121.581172,24.988391,Taipei City,Wenshan District,Jheng Da Vil.
C9117607,1921/20/31 20:85:00,2,102,121.509527,25.040436,Taipei City,Zhongzheng District,Jianguo Vil.
C7148198,1921/20/80 31:21:00,3,102,121.539578,25.086027,Taipei City,Zhongshan District,Jiantan Vil.
C6121770,1921/20/60 81:85:00,2,102,121.491591,25.040287,Taipei City,Wanhua District,Liuxiang Vil.
C8145553,1921/21/22 51:92:00,2,102,121.54089,25.042431,Taipei City,Da an District,Cheng an Vil.
C7148625,1921/20/82 70:20:00,3,102,121.517352,25.062197,Taipei City,Datong District,Minquan Vil.
CI129127,1921/20/90 80:74:00,3,102,121.555161,25.030821,Taipei City,Da an District,Tonghua Vil.
C8140039,1921/20/51 70:82:00,2,102,121.540541,25.044519,Taipei City,Da an District,Changlong Vil.
C8145031,1921/20/61 31:93:00,2,102,121.529213,25.013013,Taipei City,Zhongzheng District,Fushui Vil.
CD123611,1921/20/40 11:15:00,2,102,121.507747,25.118126,Taipei City,Beitou District,Zunxian Vil.
C7147406,1921/20/81 91:80:00,3,102,121.517047,25.053387,Taipei City,Datong District,Jiantai Vil.
C8136744,1921/20/20 81:85:00,3,102,121.521596,25.022454,Taipei City,Zhongzheng District,Heti Vil.
CE115939,1921/21/12 00:81:00,3,102,121.562372,25.004117,Taipei City,Wenshan District,Xingchang Vil.
CG137840,1921/20/32 52:22:00,3,102,121.582182,25.066272,Taipei City,Neihu District,Huyuan Vil.
CI900120,1921/20/41 91:71:00,2,102,121.549266,25.034028,Taipei City,Da an District,Dun an Vil.
C8136618,1921/20/11 82:12:00,2,102,121.545379,25.043425,Taipei City,Da an District,Guangwu Vil.
C7900561,1921/20/51 41:90:00,3,102,121.518342,25.051306,Taipei City,Datong District,Jiantai Vil.
C8140410,1921/20/62 70:85:00,2,102,121.521542,25.035496,Taipei City,Zhongzheng District,Dongmen Vil.
CI130645,1921/21/10 50:84:00,2,102,121.570198,25.042418,Taipei City,Xinyi District,Dunhou Vil.
CD114386,1921/20/70 41:33:00,2,102,121.484568,25.123368,Taipei City,Beitou District,Baxian Vil.
C6123637,1921/20/21 70:04:00,2,102,121.489654,25.021949,Taipei City,Wanhua District,Xiaode Vil.
CD117281,1921/20/71 50:83:00,3,102,121.515816,25.116464,Taipei City,Beitou District,Yongming Vil.
CF115735,1921/20/82 81:21:00,2,102,121.536232,25.000549,Taipei City,Wenshan District,Wanhe Vil.
C8136688,1921/20/42 22:03:00,2,102,121.548668,25.038845,Taipei City,Da an District,Ren ai Vil.
C8130468,1921/21/02 02:20:00,2,102,121.52634,25.029617,Taipei City,Da an District,Jintai Vil.
CG140178,1921/20/62 91:64:00,2,102,121.610223,25.073817,Taipei City,Neihu District,Kangning Vil.
CH112355,1921/20/42 30:94:00,2,102,121.609343,25.043809,Taipei City,Nangang District,Zhongyan Vil.
CH113773,1921/20/73 00:83:00,2,102,121.585023,25.056343,Taipei City,Neihu District,Zhoumei Vil.
CI128789,1921/20/70 21:53:00,3,102,121.553222,25.039446,Taipei City,Da an District,Checeng Vil.
C7145590,1921/20/50 51:44:00,3,102,121.561047,25.051219,Taipei City,Songshan District,Jixiang Vil.
CF115452,1921/20/70 11:12:00,3,102,121.543145,25.002984,Taipei City,Wenshan District,Xingfeng Vil.
CH113663,1921/20/71 70:75:00,3,102,121.585491,25.053132,Taipei City,Nangang District,Yucheng Vil.
C7142518,1921/20/10 91:61:00,3,102,121.528253,25.053858,Taipei City,Zhongshan District,Zhongyuan Vil.
C5127280,1921/20/42 91:72:00,3,102,121.511326,25.059456,Taipei City,Datong District,Dayou Vil.
CG139532,1921/20/51 81:84:00,2,102,121.587021,25.085917,Taipei City,Neihu District,Hubin Vil.
CI117845,1921/20/50 11:93:00,3,102,121.553964,25.031395,Taipei City,Da an District,Tong an Vil.
CG137216,1921/20/20 21:81:00,2,102,121.572493,25.074049,Taipei City,Neihu District,Gangqian Vil.
C9120925,1921/21/00 90:22:00,2,102,121.516103,25.037193,Taipei City,Zhongzheng District,Jianguo Vil.
C7149886,1921/20/91 22:11:00,3,102,121.517276,25.055977,Taipei City,Datong District,Xingming Vil.
C8139530,1921/20/70 81:93:00,2,102,121.532569,25.030597,Taipei City,Da an District,Fuzhu Vil.
CI124654,1921/20/32 81:71:00,2,102,121.572402,25.047891,Taipei City,Xinyi District,Yaxiang Vil.
CG135996,1921/20/11 11:80:00,2,102,121.570324,25.058562,Taipei City,Songshan District,Xindong Vil.
CE107830,1921/20/20 31:22:00,3,102,121.558213,24.986226,Taipei City,Wenshan District,Zhanglin Vil.
C7142907,1921/20/12 31:71:00,2,102,121.530855,25.050341,Taipei City,Zhongshan District,Xingya Vil.
C9118912,1921/20/13 11:14:00,3,102,121.524587,25.042008,Taipei City,Zhongzheng District,Xingfu Vil.
CI132088,1921/21/23 01:60:00,2,102,121.550023,25.023039,Taipei City,Da an District,Huxiao Vil.
C8142965,1921/20/11 51:73:00,3,102,121.525567,25.016816,Taipei City,Zhongzheng District,Linxing Vil.
CB128297,1921/20/90 51:25:00,3,102,121.544277,25.049015,Taipei City,Songshan District,Zhongzheng Vil.
CE113004,1921/21/00 90:81:00,2,102,121.580029,25.007107,Taipei City,Wenshan District,Bojia Vil.
CB125966,1921/20/20 41:30:00,3,102,121.549564,25.062427,Taipei City,Songshan District,Minfu Vil.
CI128282,1921/20/71 91:43:00,2,102,121.564518,25.048699,Taipei City,Songshan District,Fusheng Vil.
CC139901,1921/20/71 61:15:00,3,102,121.516553,25.086167,Taipei City,Shilin District,Fuzhong Vil.
C7144822,1921/20/31 12:20:00,3,102,121.516346,25.051029,Taipei City,Datong District,Jianming Vil.
CG145178,1921/21/21 80:80:00,3,102,121.56585,25.074238,Taipei City,Zhongshan District,
CI130784,1921/21/01 81:83:00,2,102,121.546926,25.026149,Taipei City,Da an District,Qunxian Vil.
CB125283,1921/20/32 01:14:00,3,102,121.538538,25.056315,Taipei City,Zhongshan District,Zhufu Vil.
C7147590,1921/20/81 31:31:00,2,102,121.525057,25.063094,Taipei City,Zhongshan District,Heng an Vil.
C7147961,1921/20/73 11:04:00,3,102,121.541638,25.081903,Taipei City,Zhongshan District,Jiantan Vil.
C6125200,1921/20/12 70:70:00,2,102,121.488229,25.039471,Taipei City,Wanhua District,Liuxiang Vil.
C7151353,1921/21/11 11:84:00,3,102,121.525027,25.069598,Taipei City,Zhongshan District,Yuanshan Vil.
C5130850,1921/20/73 01:74:00,2,102,121.506615,25.058839,Taipei City,Datong District,
C7144171,1921/20/12 82:25:00,3,102,121.523209,25.05026,Taipei City,Zhongshan District,Zhengde Vil.
CB133000,1921/21/02 31:63:00,2,102,121.550918,25.052798,Taipei City,Songshan District,Zhonghua Vil.
CF111380,1921/21/13 01:34:00,2,102,121.533046,24.997777,Taipei City,Wenshan District,Jingqing Vil.
CG139508,1921/20/42 90:04:00,2,102,121.528076,25.076284,Taipei City,Zhongshan District,
CC139353,1921/20/72 01:71:00,3,102,121.512813,25.095981,Taipei City,Shilin District,Hougang Vil.
C9121261,1921/21/10 31:60:00,2,102,121.50364,25.038202,Taipei City,Wanhua District,Fuyin Vil.
C5103356,1921/20/51 51:53:00,2,102,121.510212,25.064846,Taipei City,Datong District,Jingxing Vil.
CI131232,1921/21/10 82:24:00,3,102,121.55658,25.04308,Taipei City,Da an District,Huasheng Vil.
C6123681,1921/20/12 21:20:00,3,102,121.494557,25.040029,Taipei City,Wanhua District,
CB124968,1921/20/11 60:05:00,2,102,121.551211,25.04768,Taipei City,Songshan District,Dunhua Vil.
CB126637,1921/20/81 32:34:00,2,102,121.543985,25.05613,Taipei City,Zhongshan District,Longzhou Vil.
CA112217,1921/20/10 90:90:00,3,102,121.507052,25.031659,Taipei City,Zhongzheng District,Xia an Vil.
C7143865,1921/20/20 31:15:00,2,102,121.520633,25.080001,Taipei City,Shilin District,Mingsheng Vil.
C6115687,1921/20/82 41:35:00,2,102,121.485747,25.037318,Taipei City,Wanhua District,Liuxiang Vil.
C8145058,1921/20/71 80:94:00,2,102,121.535348,25.028423,Taipei City,Da an District,Longmen Vil.
CI105427,1921/20/12 12:00:00,2,102,121.565852,25.045293,Taipei City,Xinyi District,Xinren Vil.
C9118732,1921/20/51 61:43:00,2,102,121.508828,25.047006,Taipei City,Wanhua District,Fuxing Vil.
CE113003,1921/21/02 41:55:00,2,102,121.580029,25.007137,Taipei City,Wenshan District,Bojia Vil.
C8136815,1921/20/10 81:54:00,3,102,121.538648,25.040006,Taipei City,Da an District,Yicun Vil.
C7144520,1921/20/30 61:13:00,2,102,121.524348,25.063255,Taipei City,Zhongshan District,Heng an Vil.
C8135730,1921/20/41 11:22:00,3,102,121.537972,25.043486,Taipei City,Da an District,Changlong Vil.
CD117341,1921/20/73 01:85:00,2,102,121.503754,25.108078,Taipei City,Beitou District,Zhoumei Vil.
CG141088,1921/20/62 91:44:00,3,102,121.568499,25.067084,Taipei City,Songshan District,Zhuangjing Vil.
CI131115,1921/21/03 12:00:00,2,102,121.556543,25.039684,Taipei City,Da an District,Zhengsheng Vil.
CD124715,1921/20/12 31:21:00,2,102,121.484936,25.123169,Taipei City,Beitou District,Baxian Vil.
CF115648,1921/21/01 82:04:00,2,102,121.547228,25.00119,Taipei City,Wenshan District,Xingbang Vil.
C7146423,1921/20/71 21:62:00,3,102,121.51247,25.065487,Taipei City,Datong District,Longhe Vil.
C8139587,1921/20/60 71:23:00,3,102,121.53296,25.030496,Taipei City,Da an District,Fuzhu Vil.
CC140241,1921/20/91 81:70:00,3,102,121.536863,25.139885,Taipei City,Beitou District,Hushan Vil.
CI900427,1921/20/52 01:51:00,3,102,121.553237,25.039524,Taipei City,Da an District,Checeng Vil.
CC135274,1921/20/22 20:82:00,3,102,121.538276,25.139311,Taipei City,Shilin District,Tianmu Vil.
C7152732,1921/21/22 40:92:00,3,102,121.532246,25.051487,Taipei City,Zhongshan District,Xingya Vil.
C5103502,1921/20/52 01:85:00,2,102,121.509831,25.064674,Taipei City,Datong District,Jingxing Vil.
CE114617,1921/21/11 51:41:00,2,102,121.549527,24.990578,Taipei City,Wenshan District,Huaxing Vil.
CD114132,1921/20/70 11:00:00,3,102,121.520578,25.131563,Taipei City,Beitou District,Yonghe Vil.
C7149623,1921/20/83 10:24:00,2,102,121.514404,25.053974,Taipei City,Datong District,Jiangong Vil.
CD124807,1921/20/20 61:52:00,3,102,121.508352,25.119473,Taipei City,Beitou District,Linong Vil.
CC135641,1921/20/21 61:21:00,3,102,121.530087,25.115539,Taipei City,Shilin District,Tianfu Vil.
C7149653,1921/20/90 12:14:00,3,102,121.542835,25.084514,Taipei City,Zhongshan District,Jiantan Vil.
C8137933,1921/20/22 11:63:00,3,102,121.532901,25.024257,Taipei City,Da an District,Longpo Vil.
CE113490,1921/20/21 91:41:00,2,102,121.554092,24.984511,Taipei City,Wenshan District,Zhanglin Vil.
CD124471,1921/20/22 72:22:00,2,102,121.538871,25.179015,Taipei City,Beitou District,Hutian Vil.
C9119359,1921/20/32 32:02:00,3,102,121.509663,25.048901,Taipei City,Datong District,Yuquan Vil.
CB133394,1921/21/12 81:95:00,3,102,121.571537,25.052263,Taipei City,Songshan District,Xindong Vil.
CI130664,1921/21/01 00:00:00,2,102,121.549217,25.039384,Taipei City,Da an District,Jianlun Vil.
CG137111,1921/20/11 01:93:00,2,102,121.567343,25.06327,Taipei City,Songshan District,Xinyi Vil.
C7151179,1921/21/21 41:61:00,2,102,121.521477,25.050285,Taipei City,Zhongshan District,Min an Vil.
C8137732,1921/20/50 91:00:00,2,102,121.540412,25.045489,Taipei City,Zhongshan District,Pitou Vil.
CB131265,1921/21/02 91:64:00,3,102,121.556419,25.05145,Taipei City,Songshan District,Fushi Vil.
C7150049,1921/21/00 11:84:00,3,102,121.521515,25.062211,Taipei City,Zhongshan District,Jiying Vil.
C8148308,1921/20/93 01:93:00,2,102,121.517899,25.030183,Taipei City,Zhongzheng District,Nanfu Vil.
CA115036,1921/20/91 91:10:00,2,102,121.520743,25.021643,Taipei City,Zhongzheng District,Heti Vil.
C8148685,1921/21/01 02:20:00,2,102,121.540835,25.035256,Taipei City,Da an District,He an Vil.
C7143900,1921/20/22 11:20:00,2,102,121.517421,25.062174,Taipei City,Datong District,Minquan Vil.
C8137767,1921/20/40 22:31:00,2,102,121.540904,25.040841,Taipei City,Da an District,Yicun Vil.
C7146899,1921/20/60 71:91:00,2,102,121.550335,25.08578,Taipei City,Zhongshan District,Bei an Vil.
C8134164,1921/20/72 71:71:00,3,102,121.528619,25.046483,Taipei City,Zhongzheng District,Meihua Vil.
CE112836,1921/20/91 31:55:00,2,102,121.556377,24.990382,Taipei City,Wenshan District,Huaxing Vil.
C9119784,1921/20/83 10:82:00,2,102,121.5129,25.043143,Taipei City,Zhongzheng District,Guangfu Vil.
CB130546,1921/20/82 42:15:00,2,102,121.567282,25.064726,Taipei City,Songshan District,Zhuangjing Vil.
CG137620,1921/20/13 10:85:00,2,102,121.575769,25.061314,Taipei City,Neihu District,Huyuan Vil.
CG138578,1921/20/52 51:21:00,2,102,121.586909,25.065139,Taipei City,Neihu District,Huyuan Vil.
CE111629,1921/20/70 11:93:00,2,102,121.559099,24.983316,Taipei City,Wenshan District,Jhang Wun Vil.
CC139359,1921/20/72 11:12:00,3,102,121.538861,25.098642,Taipei City,Shilin District,
CI129857,1921/21/01 01:44:00,3,102,121.549539,25.03178,Taipei City,Da an District,Yi an Vil.
CF115487,1921/20/72 70:80:00,3,102,121.544999,25.003251,Taipei City,Wenshan District,Xingfeng Vil.
CB125486,1921/20/30 10:80:00,3,102,121.53603,25.064167,Taipei City,Zhongshan District,Xingzheng Vil.
CI130569,1921/21/02 51:11:00,2,102,121.551142,25.034684,Taipei City,Da an District,Dun an Vil.
C7900372,1921/20/42 50:90:00,2,102,121.515891,25.063742,Taipei City,Datong District,Penglai Vil.
C7143755,1921/20/20 11:30:00,3,102,121.529344,25.056184,Taipei City,Zhongshan District,Zhongyuan Vil.
C8139077,1921/20/51 11:64:00,3,102,121.540121,25.022343,Taipei City,Da an District,Longyuan Vil.
CI118335,1921/20/42 22:20:00,2,102,121.564404,25.045341,Taipei City,Xinyi District,Xinren Vil.
CI128370,1921/20/62 61:90:00,3,102,121.56202,25.046255,Taipei City,Xinyi District,Xinren Vil.
CE116124,1921/21/11 30:94:00,2,102,121.562931,24.99354,Taipei City,Wenshan District,Mingxing Vil.
C7148295,1921/20/81 12:11:00,2,102,121.560155,25.079181,Taipei City,Zhongshan District,Jintai Vil.
CC121645,1921/20/43 00:91:00,3,102,121.520364,25.105146,Taipei City,Beitou District,Jianmin Vil.
CE111860,1921/20/62 11:52:00,2,102,121.542719,24.989521,Taipei City,Wenshan District,Jingdong Vil.
C5130735,1921/20/71 71:61:00,2,102,121.507551,25.076466,Taipei City,Datong District,
C7132133,1921/20/12 31:20:00,2,102,121.532196,25.055521,Taipei City,Zhongshan District,Zhongji Vil.
C9119009,1921/20/21 91:55:00,3,102,121.512287,25.04989,Taipei City,Datong District,Jiangong Vil.
CA114145,1921/20/80 92:24:00,2,102,121.506215,25.033812,Taipei City,Zhongzheng District,Aiguo Vil.
CB127080,1921/20/51 01:30:00,3,102,121.55607,25.053878,Taipei City,Songshan District,Longtian Vil.
C8139472,1921/20/40 91:85:00,3,102,121.540508,25.022965,Taipei City,Da an District,Longyuan Vil.
C8137961,1921/20/20 60:75:00,2,102,121.539291,25.026436,Taipei City,Da an District,Longsheng Vil.
CC142419,1921/21/23 11:90:00,2,102,121.51644,25.104104,Taipei City,Beitou District,Jianmin Vil.
CC139027,1921/20/72 61:44:00,3,102,121.49787,25.093339,Taipei City,Shilin District,Yonglun Vil.
CI130057,1921/20/91 60:91:00,2,102,121.560999,25.051056,Taipei City,Songshan District,Jixiang Vil.
CC131873,1921/20/21 41:72:00,2,102,121.514568,25.085955,Taipei City,Shilin District,Fuzhong Vil.
CD127276,1921/20/92 51:01:00,2,102,121.503585,25.107019,Taipei City,Beitou District,Zhoumei Vil.
C9115197,1921/20/61 91:81:00,2,102,121.513043,25.043109,Taipei City,Zhongzheng District,Guangfu Vil.
C7151808,1921/21/21 12:01:00,2,102,121.528602,25.056609,Taipei City,Zhongshan District,Zhongyuan Vil.
C6129885,1921/21/20 61:51:00,2,102,121.488705,25.032927,Taipei City,Wanhua District,Huajiang Vil.
C8146356,1921/21/00 80:94:00,2,102,121.543082,25.026252,Taipei City,Da an District,Longsheng Vil.
CH113267,1921/20/53 11:31:00,2,102,121.573365,25.049618,Taipei City,Songshan District,Ciyou Vil.
C9120897,1921/21/00 30:80:00,2,102,121.508407,25.050796,Taipei City,Datong District,Yuquan Vil.
CD117086,1921/20/81 41:21:00,2,102,121.498273,25.118395,Taipei City,Beitou District,Baxian Vil.
C7149966,1921/21/01 31:63:00,3,102,121.536436,25.084759,Taipei City,Zhongshan District,Jiantan Vil.
C9119267,1921/20/20 61:04:00,2,102,121.522236,25.043849,Taipei City,Zhongzheng District,Xingfu Vil.
C8133889,1921/20/81 62:10:00,3,102,121.544177,25.044872,Taipei City,Da an District,Guangwu Vil.
C7150372,1921/21/00 30:85:00,2,102,121.513847,25.052403,Taipei City,Datong District,Jiangong Vil.
CC138334,1921/20/72 01:20:00,3,102,121.519916,25.097737,Taipei City,Shilin District,Fujia Vil.
CB133160,1921/20/92 62:12:00,2,102,121.564277,25.051795,Taipei City,Songshan District,Anping Vil.
C9106543,1921/21/22 01:30:00,3,102,121.513727,25.048895,Taipei City,Zhongzheng District,Liming Vil.
CB126238,1921/20/60 81:21:00,3,102,121.554579,25.050613,Taipei City,Songshan District,Meiren Vil.
CG136842,1921/20/10 20:90:00,2,102,121.569753,25.073447,Taipei City,Songshan District,Zhuangjing Vil.
CI103513,1921/20/11 91:75:00,3,102,121.56841,25.042623,Taipei City,Xinyi District,Xingya Vil.
CH115438,1921/21/01 70:90:00,2,102,121.607747,25.046384,Taipei City,Nangang District,Zhongnan Vil.
C7146669,1921/20/61 91:51:00,2,102,121.535746,25.05808,Taipei City,Zhongshan District,Songjiang Vil.
CA115424,1921/21/02 11:03:00,3,102,121.504464,25.030503,Taipei City,Zhongzheng District,Xia an Vil.
C6124327,1921/20/32 20:82:00,3,102,121.503762,25.041585,Taipei City,Wanhua District,Ximen Vil.
C7900096,1921/20/43 02:15:00,2,102,121.54088,25.084729,Taipei City,Zhongshan District,Jiantan Vil.
CG142825,1921/21/02 81:92:00,3,102,121.60273,25.067691,Taipei City,Neihu District,Bao Hu Vil.
CC141889,1921/21/22 71:01:00,2,102,121.487114,25.106215,Taipei City,Shilin District,Fuzhou Vil.
CF108809,1921/20/30 12:03:00,2,102,121.548606,24.999965,Taipei City,Wenshan District,Xing an Vil.
CI129321,1921/20/71 10:95:00,3,102,121.549253,25.028493,Taipei City,Da an District,Yi an Vil.
CB131369,1921/21/21 12:21:00,2,102,121.536003,25.059931,Taipei City,Zhongshan District,Songjiang Vil.
C8136205,1921/20/50 11:83:00,3,102,121.524221,25.035487,Taipei City,Zhongzheng District,Dongmen Vil.
CC133144,1921/20/11 51:61:00,3,102,121.516512,25.096223,Taipei City,Shilin District,Fujia Vil.
CI130679,1921/21/01 61:20:00,2,102,121.560645,25.048146,Taipei City,Songshan District,Fusheng Vil.
C9121672,1921/21/21 10:95:00,2,102,121.505009,25.049399,Taipei City,Wanhua District,Fuxing Vil.
CG138850,1921/20/50 71:23:00,2,102,121.611289,25.07146,Taipei City,Neihu District,Minghu Vil.
CC138710,1921/20/90 31:20:00,3,102,121.521357,25.114086,Taipei City,Beitou District,Zhenhua Vil.
CA115563,1921/21/11 42:25:00,2,102,121.509834,25.034737,Taipei City,Zhongzheng District,Nanmen Vil.
CE113649,1921/20/40 91:45:00,2,102,121.579988,24.998294,Taipei City,Wenshan District,Wanxing Vil.
C6115951,1921/20/92 21:03:00,2,102,121.487491,25.030476,Taipei City,Wanhua District,Huajiang Vil.
CF110109,1921/20/40 81:95:00,2,102,121.5456,25.002951,Taipei City,Wenshan District,Xingbang Vil.
C7148493,1921/20/80 60:84:00,3,102,121.528611,25.06681,Taipei City,Zhongshan District,Xinzhuang Vil.
CE110808,1921/20/22 61:24:00,2,102,121.562902,24.990122,Taipei City,Wenshan District,Mingxing Vil.
C9121735,1921/21/12 20:83:00,2,102,121.506825,25.045274,Taipei City,Wanhua District,Wanshou Vil.
C7147461,1921/20/73 01:21:00,2,102,121.539648,25.082246,Taipei City,Zhongshan District,Jiantan Vil.
C8137963,1921/20/20 61:60:00,3,102,121.540241,25.032846,Taipei City,Da an District,Longtu Vil.
CH115080,1921/20/82 91:44:00,2,102,121.576395,25.047357,Taipei City,Xinyi District,Siyu Vil.
CD121055,1921/20/60 61:64:00,2,102,121.504063,25.103272,Taipei City,Beitou District,Zhoumei Vil.
C9115192,1921/20/61 80:72:00,2,102,121.509287,25.039901,Taipei City,Zhongzheng District,Jianguo Vil.
CD124889,1921/20/11 40:63:00,2,102,121.511569,25.116092,Taipei City,Beitou District,Jili Vil.
CI105871,1921/20/32 21:32:00,2,102,121.548099,25.025691,Taipei City,Da an District,Qunxian Vil.
CG144840,1921/21/22 91:75:00,2,102,121.610833,25.072299,Taipei City,Neihu District,Minghu Vil.
C7144186,1921/20/21 10:70:00,2,102,121.528657,25.056622,Taipei City,Zhongshan District,Zhongyuan Vil.
C5121634,1921/20/21 52:15:00,2,102,121.509983,25.067749,Taipei City,Datong District,Guoshun Vil.
C6118470,1921/20/70 71:00:00,2,102,121.487702,25.040885,Taipei City,Wanhua District,Liuxiang Vil.
CC140705,1921/21/01 51:24:00,2,102,121.514152,25.094208,Taipei City,Shilin District,Hougang Vil.
C8137201,1921/20/10 31:85:00,3,102,121.535478,25.034207,Taipei City,Da an District,Minzhao Vil.
CD116886,1921/21/02 41:74:00,2,102,121.50229,25.115077,Taipei City,Beitou District,Lixian Vil.
C8130472,1921/21/02 61:11:00,2,102,121.524668,25.038525,Taipei City,Zhongzheng District,Dongmen Vil.
C9121118,1921/21/21 71:13:00,2,102,121.521605,25.044828,Taipei City,Zhongzheng District,Xingfu Vil.
CB133029,1921/20/91 50:11:00,2,102,121.549664,25.050988,Taipei City,Songshan District,Meiren Vil.
C7900092,1921/20/42 61:00:00,2,102,121.51611,25.068659,Taipei City,Datong District,Zhisheng Vil.
CC135858,1921/20/42 01:05:00,3,102,121.529392,25.103792,Taipei City,Shilin District,Mingshan Vil.
C7145259,1921/20/62 11:83:00,3,102,121.526535,25.050408,Taipei City,Zhongshan District,Zhengyi Vil.
CE111138,1921/20/40 10:84:00,3,102,121.563558,24.996779,Taipei City,Wenshan District,Xingguang Vil.
